Name,Location,Filename,Heading for main subject,Title,Description,Related organization/service branch,Related organization/service branch URI,Topics,Topics URI,Genre/format,URI (from Location),Latitude (from Location),Longitude (from Location),Women,Gold Star,Influenza,Reference URL,CONTENTdm number
Gregory B. McFaul,,wwi_service_records_b3_f405,"McFaul, Gregory B.",Gregory B. McFaul file,"File includes a letter regarding Gregory B. McFaul's application for lieutenancy in the Army in World War I. He registered for the service on September 12, 1918. Description supplemented by information from Fold3.",United States. Army,https://id.loc.gov/authorities/names/n79063202,"McFaul, Gregory B.; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,letters (correspondence);,,,,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5012,5012
Frank McGraw,Fort Thomas (Ky.),wwi_service_records_b3_f407,"McGraw, Frank",Frank McGraw file,"File documenting the participation of Frank McGraw in World War I. McGraw was stationed at Fort Thomas, Kentucky, with the Army in November 1918. File includes a newspaper clipping.",United States. Army,https://id.loc.gov/authorities/names/n79063202,"McGraw, Frank; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,newspaper clippings;,https://www.geonames.org/4292071/,39.07506,-84.4472,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5100,5100
Lawrence McIntyre,Camp Shelby (Miss.),wwi_service_records_b3_f408,"McIntyre, Lawrence",Lawrence McIntyre file,"File includes a survey documenting the participation of Lawrence McIntyre in World War I. McIntyre enlisted on May 28, 1918, and was stationed with the 151st Field Hospital at Camp Shelby, Mississippi. He was sent overseas on October 6, 1918, and was stationed in Poitiers, France, with the Base Hospital no. 218. He worked on the Hsopital Train no. 67 in Savenay, France, after the war ended but was not permanently assigned. McIntyre returned to the States on June 26, 1919, and was discharged on July 2, 1919.","United States. Army; United States. Army. Field Hospital, 151st; United States. Army. Base Hospital No. 218",https://id.loc.gov/authorities/names/n79063202,"McIntyre, Lawrence; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires;,https://www.geonames.org/8479963/,31.19834,-89.2111,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5161,5161
Lawrence McIntyre,Poitiers (France),wwi_service_records_b3_f408,"McIntyre, Lawrence",Lawrence McIntyre file,"File includes a survey documenting the participation of Lawrence McIntyre in World War I. McIntyre enlisted on May 28, 1918, and was stationed with the 151st Field Hospital at Camp Shelby, Mississippi. He was sent overseas on October 6, 1918, and was stationed in Poitiers, France, with the Base Hospital no. 218. He worked on the Hsopital Train no. 67 in Savenay, France, after the war ended but was not permanently assigned. McIntyre returned to the States on June 26, 1919, and was discharged on July 2, 1919.","United States. Army; United States. Army. Field Hospital, 151st; United States. Army. Base Hospital No. 218",https://id.loc.gov/authorities/names/n79063202,"McIntyre, Lawrence; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2986495/,46.58261,0.34348,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5161,5161
Lawrence McIntyre,Savenay (France),wwi_service_records_b3_f408,"McIntyre, Lawrence",Lawrence McIntyre file,"File includes a survey documenting the participation of Lawrence McIntyre in World War I. McIntyre enlisted on May 28, 1918, and was stationed with the 151st Field Hospital at Camp Shelby, Mississippi. He was sent overseas on October 6, 1918, and was stationed in Poitiers, France, with the Base Hospital no. 218. He worked on the Hsopital Train no. 67 in Savenay, France, after the war ended but was not permanently assigned. McIntyre returned to the States on June 26, 1919, and was discharged on July 2, 1919.","United States. Army; United States. Army. Field Hospital, 151st; United States. Army. Base Hospital No. 218",https://id.loc.gov/authorities/names/n79063202,"McIntyre, Lawrence; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2975597/,47.36106,-1.94206,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5161,5161
Chester McLaren,Peoria (Ill.),wwi_service_records_b3_f409,"McLaren, Chester",Chester McLaren file,"File documenting the participation of Chester McLaren in World War I. McLaren was stationed in Peoria, Illinois, and Camp Logan, Texas, with the 123rd Machine Gun Battalion before he was sent overseas in May 1918. He joined the 33rd Machine Gun Battalion while overseas. He participated in the Meuse-Argonne Offensive and the Battle of St. Mihiel. When the armistice was signed, he was attending officers' training school Le Mans, France, where he stayed until he was sent home. McLaren was discharged in August 1919. File includes a photo and newspaper clippings.","United States. Army; United States. Army. Machine Gun Battalion, 123rd; United States. Army. Machine Gun Battalion, 33rd",https://id.loc.gov/authorities/names/n79063202,"McLaren, Chester; Argonne, Battle of the, France, 1918; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh85127174; https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,photographs; newspaper clippings;,https://www.geonames.org/4905687/,40.69365,-89.589,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5048,5048
Chester McLaren,Camp Logan (Tex.),wwi_service_records_b3_f409,"McLaren, Chester",Chester McLaren file,"File documenting the participation of Chester McLaren in World War I. McLaren was stationed in Peoria, Illinois, and Camp Logan, Texas, with the 123rd Machine Gun Battalion before he was sent overseas in May 1918. He joined the 33rd Machine Gun Battalion while overseas. He participated in the Meuse-Argonne Offensive and the Battle of St. Mihiel. When the armistice was signed, he was attending officers' training school Le Mans, France, where he stayed until he was sent home. McLaren was discharged in August 1919. File includes a photo and newspaper clippings.","United States. Army; United States. Army. Machine Gun Battalion, 123rd; United States. Army. Machine Gun Battalion, 33rd",https://id.loc.gov/authorities/names/n79063202,"McLaren, Chester; Argonne, Battle of the, France, 1918; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh85127174; https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,,29.77149,-95.4274,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5048,5048
Chester McLaren,Meuse (France),wwi_service_records_b3_f409,"McLaren, Chester",Chester McLaren file,"File documenting the participation of Chester McLaren in World War I. McLaren was stationed in Peoria, Illinois, and Camp Logan, Texas, with the 123rd Machine Gun Battalion before he was sent overseas in May 1918. He joined the 33rd Machine Gun Battalion while overseas. He participated in the Meuse-Argonne Offensive and the Battle of St. Mihiel. When the armistice was signed, he was attending officers' training school Le Mans, France, where he stayed until he was sent home. McLaren was discharged in August 1919. File includes a photo and newspaper clippings.","United States. Army; United States. Army. Machine Gun Battalion, 123rd; United States. Army. Machine Gun Battalion, 33rd",https://id.loc.gov/authorities/names/n79063202,"McLaren, Chester; Argonne, Battle of the, France, 1918; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh85127174; https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2994106/,48.97176,5.36371,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5048,5048
Chester McLaren,Saint-Mihiel (France),wwi_service_records_b3_f409,"McLaren, Chester",Chester McLaren file,"File documenting the participation of Chester McLaren in World War I. McLaren was stationed in Peoria, Illinois, and Camp Logan, Texas, with the 123rd Machine Gun Battalion before he was sent overseas in May 1918. He joined the 33rd Machine Gun Battalion while overseas. He participated in the Meuse-Argonne Offensive and the Battle of St. Mihiel. When the armistice was signed, he was attending officers' training school Le Mans, France, where he stayed until he was sent home. McLaren was discharged in August 1919. File includes a photo and newspaper clippings.","United States. Army; United States. Army. Machine Gun Battalion, 123rd; United States. Army. Machine Gun Battalion, 33rd",https://id.loc.gov/authorities/names/n79063202,"McLaren, Chester; Argonne, Battle of the, France, 1918; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh85127174; https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2977948/,48.88746,5.55099,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5048,5048
Chester McLaren,Le Mans (France),wwi_service_records_b3_f409,"McLaren, Chester",Chester McLaren file,"File documenting the participation of Chester McLaren in World War I. McLaren was stationed in Peoria, Illinois, and Camp Logan, Texas, with the 123rd Machine Gun Battalion before he was sent overseas in May 1918. He joined the 33rd Machine Gun Battalion while overseas. He participated in the Meuse-Argonne Offensive and the Battle of St. Mihiel. When the armistice was signed, he was attending officers' training school Le Mans, France, where he stayed until he was sent home. McLaren was discharged in August 1919. File includes a photo and newspaper clippings.","United States. Army; United States. Army. Machine Gun Battalion, 123rd; United States. Army. Machine Gun Battalion, 33rd",https://id.loc.gov/authorities/names/n79063202,"McLaren, Chester; Argonne, Battle of the, France, 1918; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; World War, 1914-1918; Illinois State Normal University--Students",http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh85127174; https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/3003603/,48.0021,0.20251,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5048,5048
Edward G. McMahon,Camp Dodge (Iowa),wwi_service_records_b3_f410,"McMahon, Edward G.",Edward G. McMahon file,"File includes a newspaper clipping of a letter from Edward G. McMahon regarding his World War I service flag for the University. McMahon was stationed at Camp Dodge, Iowa, with the 49th Infantry in April 1918.","United States. Army; United States. Army. Infantry Regiment, 49th",https://id.loc.gov/authorities/names/n79063202,"McMahon, Edward G.; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,newspaper clippings;,https://www.geonames.org/7267333/,41.70298,-93.7185,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5162,5162
Rolf Leo McManus,Manchester (England),wwi_service_records_b3_f411,"McManus, Rolf Leo",Rolf Leo McManus file,"File includes a letter from the ISNU Alumni Association about the death of Rolf Leo McManus while serving overseas in World War I. McManus was sent to England on October 8, 1918, with the 113th Sanitary Train and became ill with influenza during the trip over. He was immediately hospitalized in Manchester, England, and passed away on October 20, 1918. McManus's remains returned to the states on September 18, 1920. File includes a card with McManus's name with a gold star (used to denote the files of individuals who died in the line of duty). Description supplemented with information from Fold3.","United States. Army; United States. Army. Sanitary Train, 113th",https://id.loc.gov/authorities/names/n79063202,"McManus, Rolf Leo; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,cards (information artifacts);,https://www.geonames.org/2643123/,53.48095,-2.23743,,TRUE,TRUE,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5158,5158
Francis C. McMurry,Hampton Roads Naval Base (Va.),wwi_service_records_b3_f412,"McMurry, Francis C.",Francis C. McMurry file,"File documenting the participation of Francis C. McMurry in World War I. McMurry served as a fireman in the Navy and was stationed at Hampton Roads Naval Base, Virginia, and Bayonne, New Jersey. He was then on transport service on the ship Philippines until he was discharged in October 1919. File includes newspaper clippings and an RSVP card.",United States. Navy,https://id.loc.gov/authorities/names/n79059051,"McMurry, Francis C.; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,newspaper clippings; reply cards;,https://www.geonames.org/4762934/,36.97515,-76.3497,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5022,5022
Francis C. McMurry,Bayonne (N.J.),wwi_service_records_b3_f412,"McMurry, Francis C.",Francis C. McMurry file,"File documenting the participation of Francis C. McMurry in World War I. McMurry served as a fireman in the Navy and was stationed at Hampton Roads Naval Base, Virginia, and Bayonne, New Jersey. He was then on transport service on the ship Philippines until he was discharged in October 1919. File includes newspaper clippings and an RSVP card.",United States. Navy,https://id.loc.gov/authorities/names/n79059051,"McMurry, Francis C.; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/5095445/,40.66871,-74.1143,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5022,5022
James Willis McMurry,"Jefferson Barracks (Saint Louis, Mo.)",wwi_service_records_b3_f413,"McMurry, James Willis",James Willis McMurry file,"File documenting the participation of James Willis McMurry in World War I. McMurry enlisted in December 1917 and spent his first few weeks of his service sick with scarlet fever at Jefferson Barracks, Missouri. He was sent to France on February 19, 1918, with the Medical Department. He was stationed in St. Nazaire, France, with Camp Hospital no. 1. McMurry was discharged in June 1919. File includes newspaper clippings. Description supplemented with information from Fold3.","United States. Army; United States. Army. Medical Department; United States. Army. Camp Hospital, 1 (Saint-Nazaire, France)",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n2015180486,"McMurry, James Willis; World War, 1914-1918; University High School (Normal, Ill.)--Students; Illinois Wesleyan University--Students",http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n2008164374; http://id.loc.gov/authorities/names/n88187031,newspaper clippings;,https://www.geonames.org/4392382/,38.50283,-90.2804,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5074,5074
James Willis McMurry,Saint-Nazaire (France),wwi_service_records_b3_f413,"McMurry, James Willis",James Willis McMurry file,"File documenting the participation of James Willis McMurry in World War I. McMurry enlisted in December 1917 and spent his first few weeks of his service sick with scarlet fever at Jefferson Barracks, Missouri. He was sent to France on February 19, 1918, with the Medical Department. He was stationed in St. Nazaire, France, with Camp Hospital no. 1. McMurry was discharged in June 1919. File includes newspaper clippings. Description supplemented with information from Fold3.","United States. Army; United States. Army. Medical Department; United States. Army. Camp Hospital, 1 (Saint-Nazaire, France)",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n2015180486,"McMurry, James Willis; World War, 1914-1918; University High School (Normal, Ill.)--Students; Illinois Wesleyan University--Students",http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n2008164374; http://id.loc.gov/authorities/names/n88187031,,https://www.geonames.org/2977921/,47.27506,-2.2179,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5074,5074
Herbert McNulta,"Great Lakes Naval Training Center (Great Lakes, Ill.)",wwi_service_records_b3_f414,"McNulta, Herbert",Herbert McNulta file,"File includes an RSVP card for Herbert McNulta. McNulta served in the Navy at the Great Lakes Naval Training Center as of May 26, 1919.",United States. Navy,https://id.loc.gov/authorities/names/n79059051,"McNulta, Herbert; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,reply cards;,https://www.geonames.org/7267216/,42.30468,-87.8485,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5033,5033
Asa Guy McReynolds,Portland (Me.),wwi_service_records_b3_f415,"McReynolds, Asa Guy",Asa Guy McReynolds file,"File documenting the participation of Asa Guy McReynolds in World War I. McReynolds enlisted on June 10, 1918, and was first stationed in Portland, Maine, with the 73rd Coast Artillery Corps. He was sent overseas on September 25, 1918, and arrived in Liverpool, England, on October 6, 1918. He transferred to France on October 13, 1919, and left out of Brest, France. McReynolds was discharged on January 15, 1919. File includes a survey, letter, photo, and newspaper clipping.","United States. Army; United States. Army. Coast Artillery Regiment, 73rd",https://id.loc.gov/authorities/names/n79063202,"McReynolds, Asa Guy; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; letters (correspondence); photographs; newspaper clippings;,https://www.geonames.org/4975802/,43.65737,-70.2589,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5030,5030
Asa Guy McReynolds,Liverpool (England),wwi_service_records_b3_f415,"McReynolds, Asa Guy",Asa Guy McReynolds file,"File documenting the participation of Asa Guy McReynolds in World War I. McReynolds enlisted on June 10, 1918, and was first stationed in Portland, Maine, with the 73rd Coast Artillery Corps. He was sent overseas on September 25, 1918, and arrived in Liverpool, England, on October 6, 1918. He transferred to France on October 13, 1919, and left out of Brest, France. McReynolds was discharged on January 15, 1919. File includes a survey, letter, photo, and newspaper clipping.","United States. Army; United States. Army. Coast Artillery Regiment, 73rd",https://id.loc.gov/authorities/names/n79063202,"McReynolds, Asa Guy; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2644210/,53.41058,-2.97794,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5030,5030
Asa Guy McReynolds,Brest (France),wwi_service_records_b3_f415,"McReynolds, Asa Guy",Asa Guy McReynolds file,"File documenting the participation of Asa Guy McReynolds in World War I. McReynolds enlisted on June 10, 1918, and was first stationed in Portland, Maine, with the 73rd Coast Artillery Corps. He was sent overseas on September 25, 1918, and arrived in Liverpool, England, on October 6, 1918. He transferred to France on October 13, 1919, and left out of Brest, France. McReynolds was discharged on January 15, 1919. File includes a survey, letter, photo, and newspaper clipping.","United States. Army; United States. Army. Coast Artillery Regiment, 73rd",https://id.loc.gov/authorities/names/n79063202,"McReynolds, Asa Guy; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/3030300/,48.39029,-4.48628,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5030,5030
Clarence Glenn McTaggart,Parris Island (S.C.),wwi_service_records_b3_f416,"McTaggart, Clarence Glenn",Clarence Glenn McTaggart file,"File documenting the participation of Clarence Glenn McTaggart in World War I. McTaggart enlisted on May 19, 1917, and trained at the Marine Corps Recruit Depot on Parris Island, South Carolina. He transferred to Quantico, Virginia, on August 18, 1917, and arrived at St. Nazaire, France, on October 6, 1918. He transferred to Brest, France, on November 3, 1917, then to Vosges, France, on January 23, 1918, for training. He was in the Verdun Sector from March 17 to May 11, 1918. He participated in the Battles of Chateau-Thierry, Belleau Woods, St. Mihiel, Blanc Mont Ridge in Champagne, and the Muese-Argonne Offensive. He was injured during the battles of Chateau-Thierry and Belleau Woods and was hospitalized in Vichy, France, from July 15 to August 4, 1918. After the armistice was signed, he was stationed at Niederhammerstein and H├╢nningen, Germany. File includes a survey, photos, letters, newspaper clippings, and an RSVP card.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 6th",https://id.loc.gov/authorities/names/n78095328; http://id.loc.gov/authorities/names/n85323237,"McTaggart, Clarence Glenn; Ch├óteau-Thierry, Battle of, Ch├óteau-Thierry, France, 1918; Belleau Wood, Battle of, France, 1918; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Blanc Mont Ridge, Battle of, France, 1918; Argonne, Battle of the, France, 1918; World War, 1914-1918; Illinois State Normal University--Students; University High School (Normal, Ill.)--Faculty",http://id.loc.gov/authorities/subjects/sh85022759; http://id.loc.gov/authorities/subjects/sh85013042; http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898; http://id.loc.gov/authorities/names/n2008164374,questionnaires; photographs; letters (correspondence); newspaper clippings; reply cards;,https://www.geonames.org/4590550/,32.3352,-80.6923,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5129,5129
Clarence Glenn McTaggart,Quantico (Va.),wwi_service_records_b3_f416,"McTaggart, Clarence Glenn",Clarence Glenn McTaggart file,"File documenting the participation of Clarence Glenn McTaggart in World War I. McTaggart enlisted on May 19, 1917, and trained at the Marine Corps Recruit Depot on Parris Island, South Carolina. He transferred to Quantico, Virginia, on August 18, 1917, and arrived at St. Nazaire, France, on October 6, 1918. He transferred to Brest, France, on November 3, 1917, then to Vosges, France, on January 23, 1918, for training. He was in the Verdun Sector from March 17 to May 11, 1918. He participated in the Battles of Chateau-Thierry, Belleau Woods, St. Mihiel, Blanc Mont Ridge in Champagne, and the Muese-Argonne Offensive. He was injured during the battles of Chateau-Thierry and Belleau Woods and was hospitalized in Vichy, France, from July 15 to August 4, 1918. After the armistice was signed, he was stationed at Niederhammerstein and H├╢nningen, Germany. File includes a survey, photos, letters, newspaper clippings, and an RSVP card.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 6th",https://id.loc.gov/authorities/names/n78095328; http://id.loc.gov/authorities/names/n85323237,"McTaggart, Clarence Glenn; Ch├óteau-Thierry, Battle of, Ch├óteau-Thierry, France, 1918; Belleau Wood, Battle of, France, 1918; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Blanc Mont Ridge, Battle of, France, 1918; Argonne, Battle of the, France, 1918; World War, 1914-1918; Illinois State Normal University--Students; University High School (Normal, Ill.)--Faculty",http://id.loc.gov/authorities/subjects/sh85022759; http://id.loc.gov/authorities/subjects/sh85013042; http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898; http://id.loc.gov/authorities/names/n2008164374,,https://www.geonames.org/4780703/,38.52234,-77.2936,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5129,5129
Clarence Glenn McTaggart,Saint-Nazaire (France),wwi_service_records_b3_f416,"McTaggart, Clarence Glenn",Clarence Glenn McTaggart file,"File documenting the participation of Clarence Glenn McTaggart in World War I. McTaggart enlisted on May 19, 1917, and trained at the Marine Corps Recruit Depot on Parris Island, South Carolina. He transferred to Quantico, Virginia, on August 18, 1917, and arrived at St. Nazaire, France, on October 6, 1918. He transferred to Brest, France, on November 3, 1917, then to Vosges, France, on January 23, 1918, for training. He was in the Verdun Sector from March 17 to May 11, 1918. He participated in the Battles of Chateau-Thierry, Belleau Woods, St. Mihiel, Blanc Mont Ridge in Champagne, and the Muese-Argonne Offensive. He was injured during the battles of Chateau-Thierry and Belleau Woods and was hospitalized in Vichy, France, from July 15 to August 4, 1918. After the armistice was signed, he was stationed at Niederhammerstein and H├╢nningen, Germany. File includes a survey, photos, letters, newspaper clippings, and an RSVP card.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 6th",https://id.loc.gov/authorities/names/n78095328; http://id.loc.gov/authorities/names/n85323237,"McTaggart, Clarence Glenn; Ch├óteau-Thierry, Battle of, Ch├óteau-Thierry, France, 1918; Belleau Wood, Battle of, France, 1918; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Blanc Mont Ridge, Battle of, France, 1918; Argonne, Battle of the, France, 1918; World War, 1914-1918; Illinois State Normal University--Students; University High School (Normal, Ill.)--Faculty",http://id.loc.gov/authorities/subjects/sh85022759; http://id.loc.gov/authorities/subjects/sh85013042; http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898; http://id.loc.gov/authorities/names/n2008164374,,https://www.geonames.org/2977921/,47.27506,-2.2179,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5129,5129
Clarence Glenn McTaggart,Brest (France),wwi_service_records_b3_f416,"McTaggart, Clarence Glenn",Clarence Glenn McTaggart file,"File documenting the participation of Clarence Glenn McTaggart in World War I. McTaggart enlisted on May 19, 1917, and trained at the Marine Corps Recruit Depot on Parris Island, South Carolina. He transferred to Quantico, Virginia, on August 18, 1917, and arrived at St. Nazaire, France, on October 6, 1918. He transferred to Brest, France, on November 3, 1917, then to Vosges, France, on January 23, 1918, for training. He was in the Verdun Sector from March 17 to May 11, 1918. He participated in the Battles of Chateau-Thierry, Belleau Woods, St. Mihiel, Blanc Mont Ridge in Champagne, and the Muese-Argonne Offensive. He was injured during the battles of Chateau-Thierry and Belleau Woods and was hospitalized in Vichy, France, from July 15 to August 4, 1918. After the armistice was signed, he was stationed at Niederhammerstein and H├╢nningen, Germany. File includes a survey, photos, letters, newspaper clippings, and an RSVP card.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 6th",https://id.loc.gov/authorities/names/n78095328; http://id.loc.gov/authorities/names/n85323237,"McTaggart, Clarence Glenn; Ch├óteau-Thierry, Battle of, Ch├óteau-Thierry, France, 1918; Belleau Wood, Battle of, France, 1918; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Blanc Mont Ridge, Battle of, France, 1918; Argonne, Battle of the, France, 1918; World War, 1914-1918; Illinois State Normal University--Students; University High School (Normal, Ill.)--Faculty",http://id.loc.gov/authorities/subjects/sh85022759; http://id.loc.gov/authorities/subjects/sh85013042; http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898; http://id.loc.gov/authorities/names/n2008164374,,https://www.geonames.org/3030300/,48.39029,-4.48628,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5129,5129
Clarence Glenn McTaggart,Vosges (France),wwi_service_records_b3_f416,"McTaggart, Clarence Glenn",Clarence Glenn McTaggart file,"File documenting the participation of Clarence Glenn McTaggart in World War I. McTaggart enlisted on May 19, 1917, and trained at the Marine Corps Recruit Depot on Parris Island, South Carolina. He transferred to Quantico, Virginia, on August 18, 1917, and arrived at St. Nazaire, France, on October 6, 1918. He transferred to Brest, France, on November 3, 1917, then to Vosges, France, on January 23, 1918, for training. He was in the Verdun Sector from March 17 to May 11, 1918. He participated in the Battles of Chateau-Thierry, Belleau Woods, St. Mihiel, Blanc Mont Ridge in Champagne, and the Muese-Argonne Offensive. He was injured during the battles of Chateau-Thierry and Belleau Woods and was hospitalized in Vichy, France, from July 15 to August 4, 1918. After the armistice was signed, he was stationed at Niederhammerstein and H├╢nningen, Germany. File includes a survey, photos, letters, newspaper clippings, and an RSVP card.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 6th",https://id.loc.gov/authorities/names/n78095328; http://id.loc.gov/authorities/names/n85323237,"McTaggart, Clarence Glenn; Ch├óteau-Thierry, Battle of, Ch├óteau-Thierry, France, 1918; Belleau Wood, Battle of, France, 1918; Saint-Mihiel, Battle of, Saint-Mihiel, France, 1918; Blanc Mont Ridge, Battle of, France, 1918; Argonne, Battle of the, France, 1918; World War, 1914-1918; Illinois State Normal University--Students; University High School (Normal, Ill.)--Faculty",http://id.loc.gov/authorities/subjects/sh85022759; http://id.loc.gov/authorities/subjects/sh85013042; http://id.loc.gov/authorities/subjects/sh85127174; http://id.loc.gov/authorities/subjects/sh85007115; http://id.loc.gov/authorities/subjects/sh85148236; http://id.loc.gov/authorities/names/n93011898; http://id.loc.gov/authorities/names/n2008164374,,https://www.geonames.org/2967681/,48.19161,6.40533,,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5129,5129
